@RELATION rgbDescr.txt

@ATTRIBUTE media REAL
@ATTRIBUTE momen2 REAL
@ATTRIBUTE momen3 REAL
@ATTRIBUTE momen4 REAL


@ATTRIBUTE class {car-old, forest, people, trains}

@DATA

2.036908997708265E-7 1.0 1.0 1.0 car-old
4.718380649911993E-7 1.0 1.0 1.0 car-old
3.311654783646814E-7 1.0 1.0 1.0 car-old
4.828723364612908E-7 1.0 1.0 1.0 car-old
4.6035788759965754E-7 1.0 1.0 1.0 car-old
4.569463293782646E-7 1.0 1.0 1.0 car-old
2.4040865031558446E-7 1.0 1.0 1.0 car-old
4.458290505658847E-7 1.0 1.0 1.0 car-old
2.2267608432883782E-7 1.0 1.0 1.0 car-old
2.3116821942064026E-7 1.0 1.0 1.0 car-old
3.46876401692922E-7 1.0 1.0 1.0 car-old
2.828050535824239E-7 1.0 1.0 1.0 car-old
2.516668662331582E-7 1.0 1.0 1.0 car-old
3.5739896605636747E-7 1.0 1.0 1.0 car-old
3.1760544694644036E-7 1.0 1.0 1.0 car-old
2.4267233389725335E-7 1.0 1.0 1.0 car-old
3.020521048357323E-7 1.0 1.0 1.0 car-old
1.7866151942442136E-7 1.0 1.0 1.0 car-old
3.5624220562838555E-7 1.0 1.0 1.0 car-old
2.0395356185455912E-7 1.0 1.0 1.0 car-old
3.857407324273878E-7 1.0 1.0 1.0 car-old
3.433680635402565E-7 1.0 1.0 1.0 car-old
2.596465560801794E-7 1.0 1.0 1.0 car-old
2.220405033948996E-7 1.0 1.0 1.0 car-old
3.8774395426938935E-7 1.0 1.0 1.0 car-old
3.818650821763059E-7 1.0 1.0 1.0 car-old
4.2987916364350847E-7 1.0 1.0 1.0 car-old
3.477732362392342E-7 1.0 1.0 1.0 car-old
2.676058097290092E-7 1.0 1.0 1.0 car-old
3.318583921024595E-7 1.0 1.0 1.0 car-old
3.076771325050116E-7 1.0 1.0 1.0 car-old
4.245290169312665E-7 1.0 1.0 1.0 car-old
3.266228693697439E-7 1.0 1.0 1.0 car-old
2.3032132759298046E-7 1.0 1.0 1.0 car-old
2.607587144756084E-7 1.0 1.0 1.0 car-old
3.6924367587545485E-7 1.0 1.0 1.0 car-old
3.599526641597461E-7 1.0 1.0 1.0 car-old
2.5117778051688115E-7 1.0 1.0 1.0 car-old
2.5622067737602045E-7 1.0 1.0 1.0 car-old
2.903396205189154E-7 1.0 1.0 1.0 car-old
3.6125579819285754E-7 1.0 1.0 1.0 car-old
2.749067938917451E-7 1.0 1.0 1.0 car-old
5.764820873714478E-7 1.0 1.0 1.0 car-old
3.5447986819728555E-7 1.0 1.0 1.0 car-old
2.562438282450251E-7 1.0 1.0 1.0 car-old
4.6504498749052914E-7 1.0 1.0 1.0 car-old
3.938641168744341E-7 1.0 1.0 1.0 car-old
2.8405092600397426E-7 1.0 1.0 1.0 car-old
2.865926614694267E-7 1.0 1.0 1.0 car-old
3.4889935429969454E-7 1.0 1.0 1.0 car-old
